dataset,n,algorithm,avg_time_us,min_time_us,median_time_us,char_comparisons,char_inspections,runs
reverse,2200,MSD_RADIX_SORT,156.550,152.201,154.744,0,10654,11
reverse,2200,MSD_RADIX_SORT_WITH_STRING_QS,134.691,123.423,129.609,8063,14056,11
reverse,2300,QUICKSORT,315.212,296.468,303.517,33777,67554,11
reverse,2300,MERGESORT,228.900,221.295,226.212,20822,41644,11
reverse,2300,STRING_QUICKSORT,187.600,176.981,181.696,21177,22957,11
reverse,2300,STRING_MERGESORT_LCP,261.343,247.541,258.913,8969,17938,11
reverse,2300,MSD_RADIX_SORT,164.957,159.992,161.700,0,11146,11
reverse,2300,MSD_RADIX_SORT_WITH_STRING_QS,139.293,130.350,137.137,8441,14709,11
reverse,2400,QUICKSORT,320.945,309.317,316.479,35226,70452,11
reverse,2400,MERGESORT,243.057,235.690,238.119,22096,44192,11
reverse,2400,STRING_QUICKSORT,204.391,189.726,200.909,22377,24250,11
reverse,2400,STRING_MERGESORT_LCP,275.110,260.328,268.616,9514,19028,11
reverse,2400,MSD_RADIX_SORT,170.294,167.274,168.133,0,11634,11
reverse,2400,MSD_RADIX_SORT_WITH_STRING_QS,145.293,136.956,139.548,8837,15380,11
reverse,2500,QUICKSORT,335.282,318.547,332.500,36958,73916,11
reverse,2500,MERGESORT,256.784,245.878,249.870,23176,46352,11
reverse,2500,STRING_QUICKSORT,212.166,199.874,211.167,23443,25382,11
reverse,2500,STRING_MERGESORT_LCP,282.486,270.841,277.301,9979,19958,11
reverse,2500,MSD_RADIX_SORT,182.236,174.093,175.129,0,12124,11
reverse,2500,MSD_RADIX_SORT_WITH_STRING_QS,152.688,142.429,150.681,9239,16055,11
reverse,2600,QUICKSORT,350.827,339.091,347.004,39179,78358,11
reverse,2600,MERGESORT,294.013,278.232,283.136,24317,48634,11
reverse,2600,STRING_QUICKSORT,225.555,207.441,222.931,24460,26463,11
reverse,2600,STRING_MERGESORT_LCP,321.033,304.965,317.438,10464,20928,11
reverse,2600,MSD_RADIX_SORT,201.499,198.099,199.265,0,12610,11
reverse,2600,MSD_RADIX_SORT_WITH_STRING_QS,182.498,166.643,177.497,9575,16661,11
reverse,2700,QUICKSORT,372.803,359.622,365.155,41057,82114,11
reverse,2700,MERGESORT,307.039,291.047,297.950,25515,51030,11
reverse,2700,STRING_QUICKSORT,242.225,220.032,229.114,25621,27735,11
reverse,2700,STRING_MERGESORT_LCP,343.122,321.485,329.250,10972,21944,11
reverse,2700,MSD_RADIX_SORT,212.108,206.841,209.429,0,13098,11
reverse,2700,MSD_RADIX_SORT_WITH_STRING_QS,183.325,173.323,178.075,9976,17336,11
reverse,2800,QUICKSORT,388.326,372.831,387.739,42586,85172,11
reverse,2800,MERGESORT,327.745,306.165,324.721,26349,52698,11
reverse,2800,STRING_QUICKSORT,243.475,226.767,237.293,26708,28874,11
reverse,2800,STRING_MERGESORT_LCP,351.876,333.742,339.423,11240,22480,11
reverse,2800,MSD_RADIX_SORT,234.938,215.919,237.603,0,13560,11
reverse,2800,MSD_RADIX_SORT_WITH_STRING_QS,193.813,183.634,189.971,10323,17949,11
reverse,2900,QUICKSORT,403.617,389.388,400.855,44213,88426,11
reverse,2900,MERGESORT,330.993,317.957,324.559,27393,54786,11
reverse,2900,STRING_QUICKSORT,249.158,234.782,244.454,27686,29915,11
reverse,2900,STRING_MERGESORT_LCP,368.726,345.497,365.018,11685,23370,11
reverse,2900,MSD_RADIX_SORT,235.921,225.757,227.382,0,14046,11
reverse,2900,MSD_RADIX_SORT_WITH_STRING_QS,202.819,190.360,197.644,10696,18594,11
reverse,3000,QUICKSORT,418.319,409.485,414.153,46131,92262,11
reverse,3000,MERGESORT,342.133,331.042,336.702,28254,56508,11
reverse,3000,STRING_QUICKSORT,261.979,245.794,255.827,28696,31021,11
reverse,3000,STRING_MERGESORT_LCP,380.562,368.229,375.159,12049,24098,11
reverse,3000,MSD_RADIX_SORT,237.541,234.003,235.510,0,14556,11
reverse,3000,MSD_RADIX_SORT_WITH_STRING_QS,213.442,204.380,209.314,11095,19274,11
